player,tm,ws
Jud Buechler,DET,4.9
Jud Buechler,GSW,2.4
Jud Buechler,ORL,0.8
Jud Buechler,SAS,0.3
Julian Champagnie,PHI,0.0
Julian Champagnie,SAS,0.4
Julian Washburn,MEM,0.1
Julian Wright,TOR,0.6
Julius Erving,PHI,106.1
Julius Hodge,DEN,-0.1
Julius Hodge,MIL,0.0
Julius Nwosu,SAS,0.0
Julius Randle,LAL,11.6
Julius Randle,NOP,6.1
Julius Randle,NYK,21.7
Julyan Stone,DEN,0.5
Julyan Stone,TOR,0.2
Jumaine Jones,BOS,0.1
Jumaine Jones,CHA,3.0
Jumaine Jones,CLE,6.199999999999999
Jumaine Jones,LAL,3.7
Jumaine Jones,PHI,2.3
Junior Bridgeman,LAC,3.9000000000000004
Junior Bridgeman,MIL,41.1
Junior Burrough,BOS,-0.2
Junior Harrington,DEN,-0.4
Junior Harrington,MEM,-0.2
Justin Anderson,ATL,0.4
Justin Anderson,CLE,0.1
Justin Anderson,DAL,2.1
Justin Anderson,IND,0.2
Justin Anderson,PHI,2.1
Justin Champagnie,BOS,-0.1
Justin Champagnie,TOR,0.9
Justin Dentmon,DAL,0.0
Justin Dentmon,SAS,0.0
Justin Dentmon,TOR,-0.1
Justin Hamilton,CHA,0.0
Justin Hamilton,MIA,0.5
Justin Hamilton,MIN,1.1
Justin Harper,DET,0.0
Justin Harper,ORL,-0.3
Justin Harper,PHI,-0.1
Justin Holiday,ATL,0.0
Justin Holiday,CHI,3.8
Justin Holiday,DAL,0.1
Justin Holiday,GSW,1.3
Justin Holiday,IND,8.7
Justin Holiday,MEM,0.8
Justin Holiday,NYK,2.5
Justin Holiday,PHI,-0.1
Justin Holiday,SAC,0.0
Justin Jackson,BOS,0.1
Justin Jackson,DAL,2.5
Justin Jackson,MIL,0.0
Justin Jackson,OKC,0.2
Justin Jackson,SAC,2.6
Justin James,SAC,0.2
Justin Minaya,POR,-0.1
Justin Patton,HOU,0.4
Justin Patton,MIN,0.0
Justin Patton,OKC,0.0
Justin Patton,PHI,0.0
Justin Reed,BOS,0.0
Justin Reed,MIN,0.49999999999999994
Justin Robinson,DET,-0.1
Justin Robinson,MIL,-0.1
Justin Robinson,OKC,0.0
Justin Robinson,SAC,-0.1
Justin Robinson,WAS,0.0
Justin Williams,HOU,-0.1
Justin Williams,SAC,1.1
Justin Wright-Foreman,UTA,0.0
Justise Winslow,LAC,0.6
Justise Winslow,MEM,-0.7
Justise Winslow,MIA,7.800000000000001
Justise Winslow,POR,0.6000000000000001
Justus Thigpen,DET,-0.1
Jusuf Nurkić,DEN,2.6
Jusuf Nurkić,POR,23.5
Juwan Howard,CHA,0.6
Juwan Howard,DAL,5.7
Juwan Howard,DEN,7.699999999999999
Juwan Howard,HOU,11.8
Juwan Howard,MIA,0.6000000000000001
Juwan Howard,ORL,3.6
Juwan Howard,POR,2.6
Juwan Howard,WAS,11.5
Juwan Morgan,BOS,0.0
Juwan Morgan,TOR,0.1
Juwan Morgan,UTA,0.6
Jérôme Moïso,BOS,-0.3
Jérôme Moïso,CLE,0.1
Jérôme Moïso,TOR,0.9
K.C. Jones,BOS,38.800000000000004
K.J. McDaniels,HOU,0.5
K.J. McDaniels,PHI,0.6
KZ Okpala,MIA,0.7
KZ Okpala,SAC,0.3
Kadeem Allen,BOS,-0.1
Kadeem Allen,NYK,1.1
Kalin Lucas,DET,0.0
Kalin Lucas,MEM,0.0
Kaniel Dickens,CLE,0.0
Kaniel Dickens,POR,0.0
Kannard Johnson,CLE,-0.1
Kareem Abdul-Jabbar,LAL,158.6
Kareem Abdul-Jabbar,MIL,114.69999999999999
Kareem Rush,CHA,0.0
Kareem Rush,IND,1.0
Kareem Rush,LAC,0.0
Kareem Rush,LAL,0.7000000000000001
Kareem Rush,PHI,0.0
Karim Mané,ORL,-0.1
Karl Malone,LAL,4.3
Karl Malone,UTA,230.29999999999998
Karl-Anthony Towns,MIN,68.89999999999999
Kasib Powell,MIA,0.0
Kawhi Leonard,LAC,24.6
Kawhi Leonard,SAS,56.2
Kawhi Leonard,TOR,9.5
Kay Felder,CHI,-0.5
Kay Felder,CLE,0.1
Kay Felder,DET,0.0
Kebu Stewart,PHI,0.2
Kedrick Brown,BOS,1.7000000000000002
Kedrick Brown,CLE,1.2
Kedrick Brown,PHI,0.1
Keegan Murray,SAC,4.3
Keifer Sykes,IND,-0.5
Keita Bates-Diop,DEN,0.2
Keita Bates-Diop,MIN,1.3
Keita Bates-Diop,SAS,4.6000000000000005
Keith Appling,ORL,-0.1
Keith Askins,MIA,14.5
Keith Benson,GSW,0.0
Keith Bogans,BOS,0.1
Keith Bogans,CHA,1.3
Keith Bogans,CHI,3.6
Keith Bogans,HOU,1.2
Keith Bogans,MIL,1.0
Keith Bogans,ORL,9.4
Keith Bogans,SAS,2.6
Keith Booth,CHI,-0.8
Keith Closs,LAC,1.9
Keith Edmonson,ATL,-0.3
Keith Edmonson,DEN,0.0
Keith Edmonson,SAS,0.8
Keith Erickson,CHI,2.3000000000000003
Keith Erickson,LAL,11.4
Keith Herron,ATL,0.0
Keith Herron,CLE,-0.3
Keith Herron,DET,3.5
Keith Jennings,GSW,7.699999999999999
Keith Langford,SAS,0.0
Keith Lee,CLE,3.0
Keith McLeod,GSW,0.6
Keith McLeod,IND,0.2
Keith McLeod,MIN,0.2
Keith McLeod,UTA,0.8999999999999999
Keith Owens,LAL,0.0
Keith Smart,SAS,0.0
Keith Smith,MIL,0.0
Keith Starr,CHI,-0.2
Keith Tower,LAC,0.1
Keith Tower,MIL,-0.1
Keith Tower,ORL,0.0
Keith Van Horn,DAL,4.4
Keith Van Horn,MIL,3.8
Keith Van Horn,NYK,3.9
Keith Van Horn,PHI,6.5
Kelan Martin,BOS,0.0
Kelan Martin,IND,0.5
Kelan Martin,MIN,0.2
Keldon Johnson,SAS,10.6
Kelenna Azubuike,DAL,-0.1
Kelenna Azubuike,GSW,9.399999999999999
Keljin Blevins,POR,-0.7
Kelly McCarty,DEN,0.0
Kelly Olynyk,BOS,14.7
Kelly Olynyk,DET,1.6
Kelly Olynyk,HOU,3.2
Kelly Olynyk,MIA,15.8
Kelly Olynyk,UTA,4.3
Kelly Oubre Jr.,GSW,2.2
Kelly Oubre Jr.,WAS,6.9
Kelly Tripucka,DET,32.0
Kelly Tripucka,UTA,5.0
Kelvin Cato,DET,0.0
Kelvin Cato,HOU,19.599999999999998
Kelvin Cato,NYK,0.1
Kelvin Cato,ORL,4.6
Kelvin Cato,POR,4.300000000000001
Kelvin Ransey,DAL,2.2
Kelvin Ransey,POR,6.5
Kelvin Upshaw,BOS,0.2
Kelvin Upshaw,DAL,1.0
Kelvin Upshaw,GSW,0.5
Kelvin Upshaw,MIA,-0.1
Kemba Walker,BOS,9.2
Kemba Walker,CHA,10.2
Kemba Walker,DAL,0.3
Kemba Walker,NYK,1.8
Ken Austin,DET,0.0
Ken Bannister,LAC,0.7000000000000001
Ken Bannister,NYK,-0.10000000000000009
Ken Charles,ATL,2.9
Ken Durrett,PHI,0.1
Ken Green,NYK,0.3
Ken Johnson,MIA,0.0
Ken Johnson,POR,0.8
Ken Mayfield,NYK,-0.2
Ken Norman,ATL,3.7
Ken Norman,LAC,21.5
Ken Norman,MIL,1.9
Ken Wilburn,CHI,0.1
Kendall Brown,IND,0.1
Kendall Gill,CHI,0.4
Kendall Gill,MIA,0.7
Kendall Gill,MIL,0.5
Kendall Gill,MIN,1.9
Kendall Marshall,LAL,0.9
Kendall Marshall,MIL,0.8
Kendall Marshall,PHI,-0.5
Kendrick Nunn,LAL,-0.2
Kendrick Nunn,MIA,4.9
Kendrick Nunn,WAS,0.4
Kendrick Perkins,BOS,22.099999999999998
Kendrick Perkins,CLE,-0.2
Kendrick Perkins,NOP,-0.1
Kendrick Perkins,OKC,6.0
Kennard Winchester,HOU,0.9
Kennard Winchester,NYK,0.3
Kennedy Chandler,MEM,0.3
Kenneth Faried,DEN,35.8
Kenneth Faried,HOU,2.5
Kenneth Lofton Jr.,MEM,0.5
Kenny Anderson,ATL,0.2
Kenny Anderson,BOS,17.4
Kenny Anderson,IND,1.5
Kenny Anderson,LAC,-0.1
Kenny Anderson,POR,14.7
Kenny Battle,BOS,0.30000000000000004
Kenny Battle,DEN,0.9
Kenny Battle,GSW,0.1
Kenny Carr,CLE,12.0
Kenny Carr,DET,0.6
Kenny Carr,LAL,1.0
Kenny Carr,POR,19.9
Kenny Dennard,DEN,0.1
Kenny Fields,LAC,0.7
Kenny Fields,MIL,3.5
Kenny Green,PHI,-0.4
Kenny Higgs,CLE,2.2
Kenny Higgs,DEN,2.5
Kenny McIntosh,CHI,-0.2
Kenny Natt,IND,-0.2
Kenny Natt,UTA,0.0
Kenny Payne,PHI,-0.09999999999999998
Kenny Rollins,BOS,0.1
Kenny Sailors,BOS,-0.2
Kenny Satterfield,DEN,-1.0
Kenny Satterfield,PHI,-0.2
Kenny Sears,NYK,51.10000000000001
Kenny Smith,ATL,1.2
Kenny Smith,DEN,0.5
Kenny Smith,DET,0.2
Kenny Smith,HOU,37.4
Kenny Smith,ORL,0.0
Kenny Smith,SAC,7.8
Kenny Thomas,HOU,9.5
Kenny Thomas,PHI,12.5
Kenny Thomas,SAC,9.2
Kenny Walker,NYK,15.799999999999999
Kenny Williams,IND,7.3999999999999995
Kenrich Williams,NOP,2.1
Kenrich Williams,OKC,7.8999999999999995
Kent Bazemore,ATL,10.7
Kent Bazemore,GSW,1.7000000000000002
Kent Bazemore,LAL,0.5
Kent Bazemore,POR,-0.2
Kent Bazemore,SAC,0.8
Kent Benson,CLE,0.0
Kent Benson,DET,20.900000000000002
Kent Benson,MIL,11.0
Kent Benson,UTA,1.7
Kentavious Caldwell-Pope,DEN,4.5
Kentavious Caldwell-Pope,DET,14.400000000000002
Kentavious Caldwell-Pope,LAL,17.2
Kentavious Caldwell-Pope,WAS,2.8
Kenton Edelin,IND,0.1
Kenyon Martin,DEN,24.1
Kenyon Martin,LAC,0.9
Kenyon Martin,MIL,0.2
Kenyon Martin,NYK,2.4
Kenyon Martin Jr.,HOU,10.0
Keon Clark,DEN,4.9
Keon Clark,SAC,4.7
Keon Clark,TOR,8.5
Keon Clark,UTA,0.0
Keon Ellis,SAC,0.2
Keon Johnson,LAC,0.1
Keon Johnson,POR,-1.0
Kermit Washington,BOS,3.6
Kermit Washington,GSW,0.1
Kermit Washington,LAL,8.600000000000001
Kermit Washington,POR,16.7
Kerry Kittles,LAC,0.2
Kessler Edwards,SAC,0.6
Kevin Brooks,DEN,-0.1
Kevin Burleson,CHA,-0.2
Kevin Duckworth,LAC,-0.2
Kevin Duckworth,MIL,-0.1
Kevin Duckworth,POR,25.599999999999998
Kevin Duckworth,SAS,0.2
Kevin Durant,GSW,33.9
Kevin Durant,OKC,105.6
Kevin Edwards,MIA,6.6
Kevin Edwards,ORL,0.1
Kevin Gamble,BOS,26.599999999999998
Kevin Gamble,MIA,5.1
Kevin Gamble,POR,-0.1
Kevin Gamble,SAC,1.7000000000000002
Kevin Garnett,BOS,48.8
Kevin Garnett,MIN,139.9
Kevin Grevey,MIL,4.1
Kevin Henderson,CLE,0.0
Kevin Henderson,GSW,-0.2
Kevin Hervey,OKC,-0.1
Kevin Huerter,ATL,9.5
Kevin Huerter,SAC,4.9
Kevin Johnson,CLE,1.8
Kevin Jones,CLE,0.2
Kevin Knox,ATL,0.1
Kevin Knox,DET,0.5
Kevin Knox,NYK,-0.40000000000000013
Kevin Knox,POR,0.1
Kevin Kunnert,HOU,17.200000000000003
Kevin Kunnert,POR,2.1
Kevin Loughery,DET,-0.3
Kevin Loughery,PHI,3.7
Kevin Love,CLE,43.599999999999994
Kevin Love,MIA,0.7
Kevin Love,MIN,46.99999999999999
Kevin Martin,HOU,15.100000000000001
Kevin Martin,MIN,8.0
Kevin Martin,OKC,7.0
Kevin Martin,SAC,30.8
Kevin Martin,SAS,0.4
Kevin McHale,BOS,113.1
Kevin McKenna,IND,0.6
Kevin McKenna,LAL,-0.3
Kevin Murphy,UTA,-0.3
Kevin Ollie,CHI,0.7
Kevin Ollie,CLE,2.4
Kevin Ollie,DAL,-0.1
Kevin Ollie,IND,1.6
Kevin Ollie,MIL,2.1
Kevin Ollie,MIN,1.2
Kevin Ollie,OKC,0.3
Kevin Ollie,ORL,0.0
Kevin Ollie,PHI,4.800000000000001
Kevin Ollie,SAC,0.0
Kevin Pangos,CLE,0.1
Kevin Porter,DET,9.600000000000001
Kevin Porter Jr.,CLE,0.3
Kevin Porter Jr.,HOU,3.7
Kevin Pritchard,BOS,0.2
Kevin Pritchard,GSW,-0.2
Kevin Pritchard,MIA,0.3
Kevin Pritchard,PHI,-0.2
Kevin Restani,CLE,0.1
Kevin Restani,MIL,8.7
Kevin Restani,SAS,5.6
Kevin Salvadori,SAC,-0.2
Kevin Stacom,BOS,3.9
Kevin Stacom,IND,-0.6
Kevin Stacom,MIL,-0.1
Kevin Séraphin,IND,1.0
Kevin Séraphin,NYK,-0.2
Kevin Séraphin,WAS,5.1000000000000005
Kevin Thompson,POR,0.0
Kevin Williams,CLE,0.1
Kevin Williams,LAC,0.0
Kevin Williams,SAS,0.1
Kevin Willis,ATL,54.40000000000001
Kevin Willis,DAL,0.0
Kevin Willis,DEN,1.4
Kevin Willis,GSW,0.1
Kevin Willis,HOU,11.5
Kevin Willis,MIA,5.7
Kevin Willis,SAS,2.5
Kevin Willis,TOR,6.4
Kevinn Pinkney,BOS,0.2
Kevon Harris,ORL,0.6
Kevon Looney,GSW,29.2
Keyon Dooling,BOS,0.6
Keyon Dooling,LAC,2.0
Keyon Dooling,MEM,0.2
Keyon Dooling,MIA,1.5
Keyon Dooling,MIL,2.9
Keyon Dooling,ORL,6.9
Khalid El-Amin,CHI,0.6
Khalid Reeves,CHI,0.0
Khalid Reeves,DAL,2.4
Khalid Reeves,DET,0.1
Khalid Reeves,MIA,3.5
Khem Birch,ORL,8.9
Khem Birch,TOR,4.5
Khris Middleton,DET,0.9
Khris Middleton,MIL,51.60000000000001
Khyri Thomas,DET,0.0
Khyri Thomas,HOU,0.5
Kiki Vandeweghe,DEN,30.2
Kiki Vandeweghe,LAC,1.1
Kiki Vandeweghe,NYK,10.4
Kiki Vandeweghe,POR,33.9
Killian Hayes,DET,-1.1
Killian Tillie,MEM,0.8
Kim Anderson,POR,-0.4
Kim English,DET,0.2
Kim Hughes,CLE,-0.3
Kim Hughes,DEN,4.6000000000000005
Kira Lewis Jr.,NOP,1.4
Kirk Hinrich,ATL,2.5
Kirk Hinrich,CHI,47.7
Kirk Hinrich,WAS,2.3
Kirk Penney,LAC,-0.1
Kirk Penney,MIA,-0.1
Kirk Snyder,HOU,1.5999999999999999
Kirk Snyder,MIN,0.9
Kirk Snyder,UTA,-0.2
Kiwane Lemorris Garris,DEN,-0.1
Kiwane Lemorris Garris,ORL,-0.1
Klay Thompson,GSW,51.7
Kleggie Hermsen,BOS,-0.7
Kobe Bryant,LAL,172.60000000000002
Kobi Simmons,CLE,0.0
Kobi Simmons,MEM,-0.2
Korleone Young,DET,0.1
Kornél Dávid,CHI,1.9
Kornél Dávid,CLE,0.1
Kornél Dávid,DET,0.1
Kornél Dávid,TOR,0.3
Kosta Koufos,DEN,9.5
Kosta Koufos,MEM,6.8
Kosta Koufos,MIN,0.0
Kosta Koufos,SAC,10.7
Kosta Koufos,UTA,1.3
Kosta Perović,GSW,0.0
Kostas Antetokounmpo,DAL,-0.1
Kostas Antetokounmpo,LAL,-0.1
Kostas Papanikolaou,DEN,-0.1
Kostas Papanikolaou,HOU,0.5
Kris Dunn,ATL,-0.2
Kris Dunn,CHI,3.8
Kris Dunn,MIN,0.1
Kris Dunn,POR,0.2
Kris Dunn,UTA,1.9
Kris Humphries,ATL,2.5
Kris Humphries,BOS,4.1
Kris Humphries,DAL,0.6
Kris Humphries,TOR,4.0
Kris Humphries,UTA,-0.09999999999999998
Kris Humphries,WAS,4.5
Kris Joseph,BOS,-0.1
Kristaps Porziņģis,DAL,12.899999999999999
Kristaps Porziņģis,NYK,12.100000000000001
Kristaps Porziņģis,WAS,9.9
Kurt Nimphius,DAL,12.9
Kurt Nimphius,DET,0.5
Kurt Nimphius,LAC,3.0
Kurt Nimphius,PHI,0.1
Kurt Nimphius,SAS,1.0
Kurt Rambis,LAL,25.0
Kurt Rambis,SAC,1.7
Kurt Thomas,CHI,3.2
Kurt Thomas,DAL,-0.2
Kurt Thomas,MIA,4.3
Kurt Thomas,MIL,2.1
Kurt Thomas,NYK,39.1
Kurt Thomas,POR,1.1
Kurt Thomas,SAS,5.6
Kwame Brown,CHA,3.5
Kwame Brown,DET,1.7999999999999998
Kwame Brown,GSW,0.1
Kwame Brown,LAL,6.0
Kwame Brown,MEM,0.1
Kwame Brown,PHI,0.4
Kwame Brown,WAS,8.8
Ky Bowman,GSW,-0.1
Kyle Alexander,MIA,0.0
Kyle Anderson,MEM,14.3
Kyle Anderson,MIN,5.1
Kyle Anderson,SAS,12.700000000000001
Kyle Collinsworth,DAL,0.5
Kyle Guy,MIA,0.1
Kyle Guy,SAC,-0.1
Kyle Korver,ATL,25.5
Kyle Korver,CHI,10.399999999999999
Kyle Korver,CLE,5.6
Kyle Korver,MIL,2.5
Kyle Korver,PHI,17.799999999999997
Kyle Korver,UTA,11.5
Kyle Kuzma,LAL,12.2
Kyle Kuzma,WAS,2.9
Kyle Lowry,HOU,18.0
Kyle Lowry,MEM,5.7
Kyle Lowry,MIA,9.8
Kyle Lowry,TOR,74.5
Kyle Macy,CHI,3.9
Kyle Macy,IND,2.4
Kyle O'Quinn,IND,1.0
Kyle O'Quinn,NYK,10.299999999999999
Kyle O'Quinn,ORL,5.5
Kyle O'Quinn,PHI,1.1
Kyle Singler,DET,8.3
Kyle Singler,OKC,1.8000000000000003
Kyle Weaver,OKC,1.5
Kyle Weaver,UTA,0.0
Kyle Wiltjer,HOU,0.0
Kyrie Irving,BOS,18.0
Kyrie Irving,CLE,40.4
Kyrie Irving,DAL,3.1
Kyrylo Fesenko,IND,0.1
Kyrylo Fesenko,UTA,0.8
LaBradford Smith,SAC,0.5
LaMarcus Aldridge,POR,69.30000000000001
LaMarcus Aldridge,SAS,42.800000000000004
LaPhonso Ellis,ATL,2.7
LaPhonso Ellis,DEN,21.6
LaPhonso Ellis,MIA,3.3000000000000003
LaPhonso Ellis,MIN,5.2
LaRue Martin,POR,2.0
LaSalle Thompson,DEN,-0.2
LaSalle Thompson,IND,8.799999999999999
LaSalle Thompson,PHI,0.2
LaSalle Thompson,SAC,13.7
Lamar Odom,DAL,0.3
Lamar Odom,LAC,15.3
Lamar Odom,LAL,53.000000000000014
Lamar Odom,MIA,8.4
Lamar Patterson,ATL,0.1
Lamar Stevens,CLE,3.9
Lamond Murray,CLE,9.7
Lamond Murray,LAC,8.2
Lamond Murray,TOR,1.0
Lamont Strothers,DAL,-0.4
Lamont Strothers,POR,-0.1
Lanard Copeland,LAC,-0.1
Lanard Copeland,PHI,-0.2
Lancaster Gordon,LAC,-2.7
Lance Allred,CLE,0.0
Lance Blanks,DET,0.5
Lance Blanks,MIN,0.2
Lance Stephenson,ATL,0.0
Lance Stephenson,IND,15.0
Lance Stephenson,LAC,0.9
Lance Stephenson,LAL,1.1
Lance Stephenson,MEM,1.2
Lance Stephenson,MIN,-0.1
Lance Stephenson,NOP,0.1
Lance Thomas,NOP,-0.1
Lance Thomas,NYK,3.0999999999999996
Lance Thomas,OKC,0.0
Landry Fields,NYK,8.7
Landry Fields,TOR,1.8
Landry Shamet,LAC,4.0
Landry Shamet,PHI,2.2
Langston Galloway,DET,7.9
Langston Galloway,MIL,-0.1
Langston Galloway,NOP,1.2
Langston Galloway,NYK,4.6
Langston Galloway,SAC,0.1
Lari Ketner,CHI,0.0
Lari Ketner,CLE,0.0
Lari Ketner,IND,-0.1
Laron Profit,LAL,0.3
Laron Profit,WAS,0.39999999999999997
Larry Bird,BOS,145.89999999999998
Larry Cannon,PHI,-0.2
Larry Costello,PHI,13.2
Larry Demic,NYK,1.4
Larry Drew,DET,0.0
Larry Drew,LAC,1.3
Larry Drew,LAL,1.9
Larry Drew,SAC,2.8
Larry Drew II,NOP,0.0
Larry Drew II,PHI,-0.5
Larry Fogle,NYK,0.0
Larry Friend,NYK,-0.4
Larry Hughes,CHA,0.3
Larry Hughes,CHI,2.0999999999999996
Larry Hughes,CLE,6.8
Larry Hughes,GSW,3.7
Larry Hughes,NYK,1.1
Larry Hughes,ORL,-0.5
Larry Hughes,PHI,3.5
Larry Hughes,WAS,15.2
Larry Johnson,NYK,28.7
Larry Jones,PHI,2.6
Larry Kenon,CHI,4.199999999999999
Larry Kenon,CLE,0.8
Larry Kenon,GSW,0.1
Larry Kenon,SAS,31.200000000000003
Larry Krystkowiak,CHI,0.3
Larry Krystkowiak,LAL,0.1
Larry Krystkowiak,MIL,10.299999999999999
Larry Krystkowiak,ORL,1.0
Larry Krystkowiak,SAS,1.4
Larry Krystkowiak,UTA,2.6
Larry McNeill,DET,0.1
Larry McNeill,GSW,0.7
Larry Micheaux,HOU,1.1
Larry Micheaux,MIL,0.5
Larry Mikan,CLE,-0.8
Larry Moffett,HOU,-0.1
Larry Nance,CLE,55.9
Larry Nance Jr.,CLE,12.700000000000001
Larry Nance Jr.,LAL,9.4
Larry Nance Jr.,NOP,5.300000000000001
Larry Nance Jr.,POR,1.9
Larry Owens,SAS,0.1
Larry Owens,WAS,0.1
Larry Robinson,ATL,1.1
Larry Robinson,BOS,-0.1
Larry Robinson,CLE,0.0
Larry Robinson,GSW,-0.2
Larry Robinson,HOU,0.0
Larry Robinson,NYK,0.0
Larry Sanders,CLE,0.0
Larry Sanders,MIL,10.3
Larry Siegfried,ATL,-0.1
Larry Siegfried,BOS,29.5
Larry Siegfried,HOU,0.2
Larry Smith,GSW,36.8
Larry Smith,HOU,8.200000000000001
Larry Smith,SAS,1.2
Larry Spriggs,CHI,0.1
Larry Spriggs,HOU,0.0
Larry Spriggs,LAL,3.4
Larry Staverman,DET,0.8
Larry Steele,POR,28.3
Larry Sykes,BOS,0.0
Larry Wright,DET,1.2
Latrell Sprewell,GSW,28.0
Latrell Sprewell,MIN,7.6
Latrell Sprewell,NYK,20.7
Lauri Markkanen,CHI,11.600000000000001
Lauri Markkanen,CLE,5.0
Lauri Markkanen,UTA,8.2
Lavor Postell,NYK,-0.30000000000000004
Lavoy Allen,IND,8.6
Lavoy Allen,PHI,5.2
Lawrence Funderburke,CHI,0.1
Lawrence Funderburke,SAC,12.9
Lawrence Moten,WAS,-0.1
Lawrence Roberts,MEM,2.5
Lazar Hayward,MIN,0.4
Lazar Hayward,OKC,-0.1
LeBron James,CLE,154.3
LeBron James,LAL,35.7
LeBron James,MIA,65.3
LeRon Ellis,LAC,-0.2
LeRon Ellis,MIA,-0.1
Leandro Barbosa,BOS,0.9
Leandro Barbosa,GSW,4.9
Leandro Barbosa,IND,0.7
Leandro Barbosa,TOR,2.5
Leandro Bolmaro,MIN,0.0
Leandro Bolmaro,UTA,-0.3
Ledell Eackles,MIA,1.0
Ledell Eackles,WAS,1.0
Lee Johnson,DET,0.0
Lee Johnson,HOU,-0.2
Lee Mayberry,MIL,5.9
Lee Nailon,ATL,0.2
Lee Nailon,CLE,0.3
Lee Nailon,NYK,0.3
Lee Nailon,ORL,0.2
Lee Nailon,PHI,0.5
Lee Shaffer,PHI,-0.6
Len Chappell,ATL,0.8
Len Chappell,CHI,0.3
Len Chappell,CLE,0.0
Len Chappell,DET,3.5
Len Chappell,MIL,6.800000000000001
Len Chappell,NYK,3.9000000000000004
Len Chappell,PHI,0.0
Len Elmore,IND,4.2
Len Elmore,MIL,1.6
Len Elmore,NYK,0.9
Lenny Wilkens,CLE,16.0
Lenny Wilkens,POR,2.7
Leo Rautins,ATL,0.0
Leo Rautins,PHI,-0.1
Leon Benbow,CHI,1.7
Leon Douglas,DET,10.9
Leon Powe,BOS,10.899999999999999
Leon Powe,CLE,0.7
Leon Powe,MEM,0.4
Leon Smith,ATL,0.2
Leon Wood,ATL,0.5
Leon Wood,PHI,1.1
Leon Wood,SAC,0.6
Leon Wood,SAS,1.7
Leonard Taylor,GSW,-0.1
Leroy Combs,IND,0.4
Leroy Ellis,LAL,12.599999999999998
Leroy Ellis,PHI,13.3
Leroy Ellis,POR,4.7
Les Jepsen,GSW,0.0
Les Jepsen,SAC,0.1
Lester Conner,GSW,11.899999999999999
Lester Conner,HOU,0.7
Lester Conner,IND,0.3
Lester Conner,LAC,0.8
Lester Conner,LAL,0.0
Lester Conner,MIL,3.8000000000000003
Lester Hudson,BOS,0.0
Lester Hudson,CLE,0.2
Lester Hudson,LAC,0.2
Lester Hudson,MEM,0.0
Lester Hudson,WAS,-0.1
Lester Quinones,GSW,0.0
Lewis Lloyd,GSW,2.7
Lewis Lloyd,HOU,17.299999999999997
Lewis Lloyd,PHI,-0.1
Linas Kleiza,DEN,12.3
Linas Kleiza,TOR,1.3
Lindell Wigginton,MIL,0.30000000000000004
Lindsay Hairston,DET,1.0
Lindsey Hunter,CHI,-0.3
Lindsey Hunter,DET,27.099999999999994
Lindsey Hunter,LAL,2.0
Lindsey Hunter,MIL,4.6
Lindsey Hunter,TOR,-0.6
Lindy Waters III,OKC,1.9000000000000001
Linton Johnson,CHA,0.0
Linton Johnson,CHI,0.4
Linton Johnson,SAS,0.0
Linton Johnson,TOR,-0.1
Linton Townes,MIL,0.0
Linton Townes,POR,0.7
Linton Townes,SAS,-0.1
Lionel Chalmers,LAC,-0.2
Lionel Hollins,DET,0.1
Lionel Hollins,HOU,2.5
Lionel Hollins,PHI,7.2
Lionel Hollins,POR,12.5
Lionel Simmons,SAC,16.9
Litterial Green,CLE,0.0
Litterial Green,DET,0.8
Litterial Green,MIL,-0.1
Litterial Green,ORL,0.9
Lloyd Daniels,LAL,0.4
Lloyd Daniels,PHI,-0.2
Lloyd Daniels,SAC,-0.2
Lloyd Daniels,SAS,2.9000000000000004
Lloyd Daniels,TOR,0.1
Lloyd Neal,POR,22.7
Lloyd Walton,MIL,5.199999999999999
Logan Vander Velden,LAC,-0.1
London Perrantes,CLE,-0.1
Lonnie Shelton,CLE,3.5
Lonnie Shelton,NYK,10.5
Lonnie Walker IV,LAL,1.8
Lonnie Walker IV,SAS,1.9000000000000001
Lonny Baxter,CHA,0.0
Lonny Baxter,CHI,1.1
Lonny Baxter,HOU,0.7
Lonny Baxter,TOR,1.0
Lonny Baxter,WAS,0.3
Lonzo Ball,CHI,2.2
Lonzo Ball,LAL,3.6
Lonzo Ball,NOP,5.6
Loren Meyer,DAL,0.7000000000000001
Loren Meyer,DEN,-0.3
Loren Woods,HOU,0.1
Loren Woods,MIA,1.1
Loren Woods,MIN,0.9
Loren Woods,TOR,1.1
Lorenzen Wright,ATL,6.2
Lorenzen Wright,CLE,-0.1
Lorenzen Wright,LAC,8.5
Lorenzen Wright,MEM,16.0
Lorenzen Wright,SAC,-0.1
Lorenzo Brown,MIN,0.3
Lorenzo Brown,PHI,-0.3
Lorenzo Brown,TOR,0.1
Lorenzo Charles,ATL,0.5
Lorenzo Romar,DET,0.0
Lorenzo Romar,GSW,5.800000000000001
Lorenzo Romar,MIL,2.3
Lorenzo Williams,BOS,0.3
Lorenzo Williams,DAL,5.9
Lorenzo Williams,ORL,0.0
Lorenzo Williams,WAS,0.7
Lou Amundson,CHI,0.0
Lou Amundson,CLE,0.0
Lou Amundson,GSW,0.6
Lou Amundson,IND,1.0
Lou Amundson,MIN,-0.1
Lou Amundson,NOP,0.1
Lou Amundson,NYK,0.30000000000000004
Lou Amundson,PHI,0.2
Lou Amundson,UTA,0.0
Lou Hudson,ATL,66.3
Lou Hudson,LAL,7.5
Lou Roe,DET,0.4
Lou Roe,GSW,-0.4
